DATE,AXIOMA_ID,NAME,PRICE,CURRENCY,TSO,RETURN,COUNTRY
2023-10-04,SP6S8NVS5,NIO INC,2079.0,ARS,6081807360.0,0.107028754,AR
2023-10-04,HDSJ4VWY2,CARNEGIE CLEAN ENE,0.002,AUD,15643000000.0,1.00000022,AU
2023-10-04,FQ32W2K82,NOXOPHARM LTD,0.1,AUD,292237950.0,0.612903736,AU
2023-10-04,7WV2QTFK4,YPB GROUP LTD,0.004,AUD,743461469.0,0.333333522,AU
2023-10-04,S4M7Y2ZJ3,RELIANCE INS (BAN),75.2,BDT,105161087.0,0.077363792,BD
2023-10-04,7ZR9D1960,DESHBANDHU POLYMER,29.1,BDT,61365150.0,0.073800719,BD
2023-10-04,Y4MVC38P1,BEACH HATCHERY,45.3,BDT,41401021.0,0.053488465,BD
2023-10-04,287C3CJD1,NETEASE INC,50.85,BRL,6459801050.0,0.000590299,BR
2023-10-04,TFG7MZKS0,ALLKEM LIMITED,9.7,CAD,639321000.0,0.028631971000000003,CA
2023-10-04,BZ8DSKPQ7,GRAPHENE MANUFACTURING GRP L,1.51,CAD,81973000.0,0.020270748999999998,CA
2023-10-04,F7QVNJ8M1,NEWCREST MNG LTD,20.84,CAD,894231000.0,0.007249588,CA
2023-10-04,KU5YXQMA4,KINGBOARD HOLDINGS,2.04,EUR,1108311736.0,0.035532837000000005,DE
2023-10-04,R78W5NYM8,ZIJIN MINING GROUP,1.35,EUR,5736940000.0,0.024279592000000003,DE
2023-10-04,WKP7TQ1B6,CAL-COMP ELECTRONI,0.03,EUR,5850002831.0,0.016949186,DE
2023-10-04,CTUP3BBJ6,GLOBAL INVACOM GP,0.03,GBP,282402299.0,0.200000432,GB
2023-10-04,DSPSFAFF0,NEOMETALS LTD,0.19,GBP,553307937.0,0.08571342900000001,GB
2023-10-04,NR1DZWZN1,PANTHER METALS PLC,0.033,GBP,92822307.0,0.047619048,GB
2023-10-04,8191MW294,UNITAS HOLDINGS LT,0.163,HKD,2612959333.0,0.5673078979999999,HK
2023-10-04,YA9R78HJ0,3D MEDICINES INC,6.9,HKD,258207000.0,0.33720927,HK
2023-10-04,55LF4ZPC4,3D MEDICINES INC,6.9,HKD,258207000.0,0.33720927,HK
2023-10-04,YT9KBBZU7,JAYA AGRA WATTIE,109.0,IDR,3774685500.0,0.345679012,ID
2023-10-04,B1XGGSFA9,MEGAPOLITAN DEVELO,160.0,IDR,3350000000.0,0.32231405,ID
2023-10-04,C95PRN2Q0,JASA BERDIKARI LOG,84.0,IDR,2149927815.0,0.3125,ID
2023-10-04,W2NF6YFH0,TARINI INTERNATION,9.79,INR,12998000.0,0.43970588200000005,IN
2023-10-04,G7GCU1CN7,PICCADILY AGRO IND,165.45,INR,94339280.0,0.439321444,IN
2023-10-04,59SMCCYL6,GUJARAT POLY ELECT,75.58,INR,8550000.0,0.337699115,IN
2023-10-04,MWT734N95,ACCESS GROUP HLDGS,1421.0,JPY,1310800.0,0.26761819800000003,JP
2023-10-04,PH4CS13T8,BBD INITIATIVE INC,617.0,JPY,5276221.0,0.193423598,JP
2023-10-04,YLRK6JRT5,CAR MATE MFG,1033.0,JPY,7929000.0,0.169875425,JP
2023-10-04,G9AS4YQ22,DAYOU AP CO LTD,3965.0,KRW,12782865.0,0.3,KR
2023-10-04,86W3357P2,LOGISYS INC,3945.0,KRW,9673922.0,0.299835255,KR
2023-10-04,9GLLNDWT6,SEJONG TELECOM INC,833.0,KRW,220000000.0,0.299531981,KR
2023-10-04,TCRK6XR11,UB FINANCE PLC,0.9,LKR,2754687318.0,0.125,LK
2023-10-04,UHXXKL3C5,BERUWALA RESORTS,1.4,LKR,600000000.0,0.076923077,LK
2023-10-04,SC7PFPX13,GALLE FACE CAPITAL,32.4,LKR,26949524.0,0.065789474,LK
2023-10-04,853L9M3G7,ASUSTEK COMPUTER,57.5,USD,148552056.0,0.017699115,LU
2023-10-04,8XY26L5Y8,SK HYNIX INC,85.5,USD,728002365.0,0.01183432,LU
2023-10-04,HYWGZJNN4,QUANTA COMPUTER,38.8,USD,772525486.0,0.010416929,LU
2023-10-04,AQ2LV8CN0,AE MULTI HLDGS BHD,0.015,MYR,2163629262.0,0.49999979999999994,MY
2023-10-04,YYT4X7T24,GREEN OCEAN CORPOR,0.015,MYR,2111592400.0,0.49999979999999994,MY
2023-10-04,47NP9WQH7,LAMBO GROUP BERHAD,0.02,MYR,1540499046.0,0.333333244,MY
2023-10-04,KZTJMFUY5,ASML HOLDING NV,557.5,EUR,403138228.0,0.019009136,NL
2023-10-04,U943XACU1,ASM INTL NV,397.0501,EUR,49428548.0,0.013529164,NL
2023-10-04,3CF9HRXM5,JINHUI SHIPPING,5.9,NOK,109258943.0,0.001697674,NO
